Day,count,mean,std,min,25%,50%,75%,max,missing_count,missing_pct
Day_1,53.0,16.766617493988374,3.97350505002907,7.0228750326257945,14.151136910108796,17.010573986720715,19.230429069869256,25.76720135970852,947,94.69999999999999
Day_2,61.0,15.962573074142153,3.918884362837822,8.16072779236114,13.160577577034497,15.706899897801993,18.042212590982373,26.29191491621433,939,93.89999999999999
Day_3,60.0,16.105675210451714,4.176626430636558,7.716995109527719,13.042192310715789,16.659190382599874,19.204898110717075,26.66041315656044,940,94.0
Day_4,56.0,15.767290658719736,4.416561312975118,6.669126987583287,13.103967763301744,15.980005596778838,18.58677383889593,25.372669436990357,944,94.39999999999999
Day_5,54.0,15.164034342735546,4.2979261015680335,4.008668863018345,12.044418061114607,15.126747644246976,18.39063694898137,23.180542727666342,946,94.6
Day_6,50.0,16.430226820088013,4.051870153453443,6.982239196356851,14.110413618645774,16.970298483478928,18.808084469479027,26.56522934661296,950,95.0
Day_7,58.0,16.206486247445547,3.9834841410321977,7.508246529107301,12.6201008650796,16.267161956416075,19.128650131624713,25.726074573893015,942,94.19999999999999
Day_8,58.0,16.080754891211885,4.030121946388126,7.30998742728123,13.45153388761563,16.3016278098766,18.91852221839712,24.371969952410502,942,94.19999999999999
Day_9,55.0,14.770752689193447,3.6721989534747266,6.692114498429449,12.521555300979909,14.9739606953722,17.07034299961312,21.850125438809144,945,94.5
Day_10,62.0,15.80583733498996,4.312423617428109,6.1064494175323745,13.048679406979176,16.43368620820889,18.853146718318737,24.00790459427544,938,93.8
Day_11,51.0,16.726791299559398,3.740826285564767,7.959143974679355,14.694128464084358,16.687060041710236,19.02149523805702,24.872341408975117,949,94.89999999999999
Day_12,75.0,15.437923779038526,4.269941641423564,3.4624356334835653,12.414449562712091,15.906095224998978,18.38926530626958,24.310454031345508,925,92.5
Day_13,69.0,15.503727753881684,3.9442429883275034,5.897094326809223,12.883102145565624,15.389674363078196,18.419275027010094,24.61607116224625,931,93.10000000000001
Day_14,57.0,15.475418521214316,3.6685569336860344,8.035052057093477,12.933854287474183,14.91135845804189,17.772988694050053,24.60532687872639,943,94.3
Day_15,47.0,15.734469556667577,4.093150234005591,7.499300502080621,12.886503457345448,15.443264013015568,18.723559345042347,26.033563446127147,953,95.3
Day_16,52.0,14.63390907198859,3.251433444588341,8.170284190521599,13.059733525644996,14.451410068113674,16.50480684333307,22.20172402572541,948,94.8
Day_17,52.0,14.912210875825535,4.498086060921126,4.941090969711311,11.635883127762238,14.79888032678037,17.62164580393593,25.26557960973092,948,94.8
Day_18,51.0,14.683588250096829,3.3875763442101476,6.640871614802922,12.15315281930463,14.623634744380777,17.120994074226793,21.293566701627576,949,94.89999999999999
Day_19,47.0,15.919068593550032,3.6683347558322863,7.286438338565789,14.000188685419229,15.270568119976192,18.584002370470188,23.791050875923613,953,95.3
Day_20,62.0,15.163480002478671,3.8480963427544714,6.363016993038378,12.36625169265701,15.873406502031585,18.335897478958344,24.3508077040548,938,93.8
Day_21,65.0,14.758784936633718,4.015243401583846,3.492343476746764,12.696285998130366,15.435102978082943,17.33177691743974,24.174917944652822,935,93.5
Day_22,50.0,15.72728454107034,4.0964926540715645,7.113870153320117,13.791981999688364,15.136695566258869,18.493004317287195,26.37416523963636,950,95.0
Day_23,50.0,14.614149115418511,4.203556546208238,5.378534249604605,12.927851630281621,14.544141178130637,16.06359622334129,26.75461120571445,950,95.0
Day_24,50.0,14.843964537384782,3.5410391163342507,8.69889926516909,11.622687426007518,14.67859121974676,17.786893889195426,22.09370209219456,950,95.0
Day_25,59.0,14.068708835861685,4.17886135741727,5.249172729703368,10.630727576972252,14.314041913671234,17.144387553532418,24.256363273683743,941,94.1
Day_26,54.0,14.91032857315719,4.205677286416618,5.242029673040829,13.081045446136422,14.943977353363856,17.325329985337238,25.83187735117118,946,94.6
Day_27,58.0,13.546850107731913,4.2787103470672685,3.0450817845458262,10.804529639124988,13.208866359971413,16.55965088705589,25.26593218923786,942,94.19999999999999
Day_28,59.0,14.703869411674233,4.594535957449139,5.237619210970787,11.697455152568656,15.137187932909656,18.477520406139305,23.367314049338617,941,94.1
Day_29,49.0,13.954008811460325,3.8366842457677643,6.8043877567447995,11.182836221945948,13.75584446653889,17.23862688257611,20.744435528690147,951,95.1
Day_30,58.0,14.350007826953496,4.806011400383695,2.734966029590995,10.955018835789634,14.608604799293765,17.52508838515896,26.720569142407847,942,94.19999999999999
Day_31,60.0,14.11606121680312,3.691610213062172,2.440517174778062,11.68563533135966,13.879413772959452,17.025014522782,20.120420075207782,940,94.0
Day_32,42.0,14.483069513033152,4.375458614171825,5.621127376836611,12.193170322989845,14.576943293273711,17.169253891756732,22.812974130110373,958,95.8
Day_33,42.0,12.530939581942969,5.171648630875,3.2775185170018086,8.925459864914908,12.724396579682574,16.504824754688705,23.1597849655083,958,95.8
Day_34,61.0,13.576960928908722,3.674540778300442,4.324640956185008,11.686576031669114,13.557614245272967,16.274602793611386,21.771785268946463,939,93.89999999999999
Day_35,44.0,13.033088114545603,3.9029356790829333,4.884226642590694,10.164073394399665,12.385130472467711,15.906952555972646,21.69865339174098,956,95.6
Day_36,50.0,13.362738504699395,4.0058486294835625,4.161123400635301,10.508845988953588,12.910741159410609,16.67570145068294,21.995100368672816,950,95.0
Day_37,55.0,14.116000751459206,3.869016494055848,5.074380618778203,11.443314756090931,14.10498670641702,17.035211690215366,26.455127385512295,945,94.5
Day_38,56.0,13.998177315876557,4.7671351699193165,3.023970840797065,10.35548347725495,13.782428139627712,17.322922669166637,25.87283706247628,944,94.39999999999999
Day_39,67.0,13.899832013765234,3.9021937026104494,3.9373930065330778,11.354719390483872,13.882321233782616,16.27433016303116,24.899253365466855,933,93.30000000000001
Day_40,61.0,14.10374801488203,4.796118147911835,0.0541555269703373,11.699046920850622,13.505794625389404,17.748482639160677,22.30946545063856,939,93.89999999999999
Day_41,57.0,13.302515394773794,4.612087238460352,5.12850190460997,10.024924739659385,13.801430910016796,16.46635868905572,26.1808683073496,943,94.3
Day_42,49.0,13.435829399201129,3.808740402539428,2.009308432814554,11.364875341402035,13.278139344530604,15.064661475127942,21.179620401750416,951,95.1
Day_43,34.0,13.043114433143602,5.376700325591786,1.3598081652506586,8.956286298634673,14.389435596474225,17.95087983844975,21.689407349814775,966,96.6
Day_44,64.0,12.215725298550678,3.9656074647884845,4.913744985033978,9.016587568510715,11.94112876760213,15.31825435411935,22.71081994837354,936,93.60000000000001
Day_45,57.0,13.26849956300186,4.446389919844268,4.3884755698387545,10.023057532971812,12.818414226386183,15.877737947970465,24.075330480551777,943,94.3
Day_46,62.0,13.256805793878474,3.789974593620672,3.0997377567477367,11.08396038230105,12.934241122317975,16.09991714205126,20.813562452860342,938,93.8
Day_47,65.0,12.970443280478584,4.577095930877696,2.119678141904913,10.461958567855394,13.144539485862133,15.61304163438462,24.13063407019395,935,93.5
Day_48,59.0,12.642600149535841,4.004279466436295,0.1251747496943758,10.484032139528876,12.874007079586242,15.58656260145468,22.89327562751441,941,94.1
Day_49,52.0,12.98235283981859,4.055325843983234,3.018461724850682,11.018451871682121,13.669018724587541,15.312239008823378,20.98768839538082,948,94.8
Day_50,62.0,12.922214014481243,4.488518279816673,2.6355835566470605,9.64008023048674,12.565219807933559,15.799851340696573,23.2230193226652,938,93.8
Day_51,57.0,13.661481449459824,4.05430896040869,4.439451821770083,11.777054550308144,13.38583715079974,15.7782239573094,23.33419962618054,943,94.3
Day_52,56.0,12.505249475185511,5.308354530842325,0.8939112596121701,8.848134384399387,12.54913425482443,16.56640974264027,23.741372269665668,944,94.39999999999999
